Game Reference,Date,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
202105100CLE,5/10/2021,Oshae Brissett,brissos01,22.44,3,1,1,1,1,1,2,0.5,1,1,2,0,0,2,1,0,8,9
202105130MEM,5/13/2021,Richaun Holmes,holmeri01,10.41,5,0.2,0,0,,1,1,1,1,1,2,2,0,3,0,0,3,11
202105140WAS,5/14/2021,Chandler Hutchison,hutchch01,22.19,5,0.4,1,1,1,1,1,1,0,4,4,0,1,1,2,2,6,12
202105160SAS,5/16/2021,DeMar DeRozan,derozde01,25.24,14,0.571,1,1,1,6,7,0.857,1,2,3,4,0,0,2,1,23,36
202105230PHO,5/23/2021,Andre Drummond,drumman01,19.05,7,0.714,0,0,,2,4,0.5,7,2,9,0,1,1,2,1,12,18
202105260NYK,5/25/2021,Clint Capela,capelca01,36.07,5,0.4,0,0,,0,0,,1,11,12,0,1,5,1,3,4,10
202106060PHI,6/6/2021,Clint Capela,capelca01,32.27,9,0.556,0,0,,1,2,0.5,2,8,10,0,1,1,1,5,11,20
202106160UTA,6/16/2021,Rudy Gobert,goberru01,41.3,8,0.75,0,0,,5,8,0.625,5,5,10,1,1,0,1,4,17,24
202210220ORL,10/22/2022,Wendell Carter Jr.,cartewe01,34.56,13,0.462,1,1,1,2,4,0.5,5,7,12,5,0,1,3,5,15,31
202210230LAL,10/23/2022,Josh Hart,hartjo01,36.27,5,0.6,1,1,1,2,2,1,2,14,16,5,2,0,3,2,9,13
202210250PHO,10/25/2022,Kevon Looney,looneke01,17.07,3,1,0,0,,0,0,,2,2,4,3,0,0,1,4,6,6
202210300SAS,10/30/2022,Jakob Poeltl,poeltja01,33.3,2,1,0,0,,0,0,,1,13,14,4,2,3,3,3,4,4
202210310CHO,10/31/2022,Mason Plumlee,plumlma01,28.1,6,0.833,0,0,,2,5,0.4,2,8,10,2,0,1,2,4,12,17
202211010BRK,11/1/2022,Nic Claxton,claxtni01,34.35,4,1,0,0,,2,4,0.5,0,10,10,2,0,1,3,2,10,12
202211020PHI,11/2/2022,P.J. Tucker,tuckepj01,28.06,2,1,1,1,1,0,0,,1,1,2,0,0,0,0,5,5,5
202211020DAL,11/2/2022,Jarred Vanderbilt,vandeja01,33,10,0.6,1,1,1,2,2,1,3,3,6,3,1,1,2,0,15,23
202211040PHI,11/4/2022,Montrezl Harrell,harremo01,29.05,6,0.667,0,0,,6,8,0.75,1,6,7,1,1,0,0,1,14,20
202211070DAL,11/7/2022,JaVale McGee,mcgeeja01,3.25,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,2
202211130SAC,11/13/2022,Kevon Looney,looneke01,29.21,7,0.571,0,0,,0,0,,6,4,10,2,0,2,3,4,8,14
202211150UTA,11/15/2022,Jarred Vanderbilt,vandeja01,24.2,1,1,0,0,,0,2,0,2,7,9,1,1,0,1,1,2,4
202211230CHO,11/23/2022,Montrezl Harrell,harremo01,21.47,7,0.571,0,0,,8,8,1,2,5,7,1,0,0,1,2,16,22
202211260PHO,11/26/2022,Deandre Ayton,aytonde01,34.08,19,0.579,0,0,,7,9,0.778,9,12,21,3,1,2,2,1,29,47
202211270MIL,11/27/2022,Dwight Powell,poweldw01,7.44,1,1,0,0,,2,4,0.5,0,0,0,0,0,1,0,0,4,6
202211280PHI,11/28/2022,Clint Capela,capelca01,33,9,0.444,0,0,,2,4,0.5,4,12,16,0,1,0,1,3,10,22
202212070NYK,12/7/2022,Dejounte Murray,murrade01,3.34,0,,0,0,,2,2,1,0,0,0,0,0,0,0,0,2,2
202212070BRK,12/7/2022,Nic Claxton,claxtni01,28.52,9,0.667,0,0,,2,6,0.333,1,6,7,1,1,3,2,4,14,24
202212150HOU,12/15/2022,Alperen ÅžengÃ¼n,sengual01,23.34,10,0.6,0,0,,0,0,,3,2,5,2,0,1,1,5,12,20
202212160LAL,12/16/2022,Anthony Davis,davisan02,17.27,6,0.667,0,0,,2,2,1,0,4,4,2,1,1,2,2,10,14
202212160PHI,12/16/2022,Kevon Looney,looneke01,26.14,8,0.75,0,0,,2,2,1,3,8,11,9,2,2,0,3,14,18
202212180DEN,12/18/2022,Mason Plumlee,plumlma01,19.03,7,0.429,0,0,,5,6,0.833,5,4,9,4,0,2,2,5,11,20
202212190SAC,12/19/2022,Mason Plumlee,plumlma01,25.08,8,0.875,0,0,,1,2,0.5,0,4,4,3,0,3,1,3,15,18
202212200PHO,12/20/2022,Daniel Gafford,gaffoda01,29.24,6,0.833,0,0,,2,6,0.333,5,4,9,1,1,0,1,2,12,18
202212220NOP,12/22/2022,Jakob Poeltl,poeltja01,21.42,9,0.667,0,0,,1,1,1,1,3,4,1,1,0,2,4,13,19
202212270GSW,12/27/2022,Kevon Looney,looneke01,17.31,8,0.5,0,0,,3,4,0.75,3,6,9,1,0,0,1,3,11,20
202212280ATL,12/28/2022,Ben Simmons,simmobe01,24.51,10,0.5,0,0,,0,2,0,1,4,5,2,0,0,2,0,10,22
202212290SAS,12/29/2022,Romeo Langford,langfro01,28.13,16,0.688,1,1,1,0,0,,3,0,3,2,2,0,1,1,23,33
202212300DEN,12/30/2022,Bam Adebayo,adebaba01,30.14,14,0.429,0,0,,10,11,0.909,4,3,7,2,4,2,4,3,22,39
202212300NOP,12/30/2022,Zion Williamson,willizi01,30.58,19,0.684,0,0,,10,16,0.625,2,3,5,2,0,0,3,3,36,54
202212300MIL,12/30/2022,Jaden McDaniels,mcdanja02,27.07,5,0.4,0,0,,0,0,,0,2,2,1,1,0,2,4,4,10
202301020MIN,1/2/2023,Rudy Gobert,goberru01,27.28,3,1,0,0,,2,4,0.5,2,2,4,3,0,2,1,5,8,10
202301030MIL,1/3/2023,Daniel Gafford,gaffoda01,29.03,7,0.571,0,0,,3,4,0.75,5,7,12,2,0,0,0,2,11,18
202301080LAC,1/8
